Orthogroup	Amblyomma_aureolatum	Ixodes_scapularis	Ornithodoros_erraticus	Ornithodoros_moubata	Ornithodoros_rostratus	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0006257	sp|Q00910|SO2A1_RAT, sp|Q9NYB5|SO1C1_HUMAN								sp|Q8BXB6|SO2B1_MOUSE, sp|Q9EP96|SO1A4_MOUSE
OG0006258	sp|Q5PQP9|ARMC5_RAT, sp|Q96C12|ARMC5_HUMAN				sp|Q5PQP9|ARMC5_RAT				sp|Q5PQP9|ARMC5_RAT
OG0006259	sp|Q3UHU5|MTCL1_MOUSE, sp|Q9Y4B5|MTCL1_HUMAN			RWS13065.1, XP_013779132.2					
OG0006260	sp|Q3AZZ0|EX7L_SYNS9, sp|Q7N3K2|EX7L_PHOLL, sp|Q7U490|EX7L_SYNPX				sp|Q5YQ92|EX7L_NOCFA				
OG0006261	sp|Q9LJ64|PLRX1_ARATH, sp|Q9XIB6|PLRX2_ARATH				sp|Q9XIB6|PLRX2_ARATH, sp|Q9XIL9|PLRX3_ARATH				
OG0006262	sp|O93422|3NO2H_NAJAT, sp|P0DKR6|3SX1_DENPO, sp|Q802B2|3NO2A_NAJSP				sp|O93422|3NO2H_NAJAT				
OG0006263	sp|Q2TAW0|CNDG2_XENLA, sp|Q86XI2|CNDG2_HUMAN			XP_022237115.1					sp|Q2TAW0|CNDG2_XENLA
OG0006264	sp|Q91ZV0|MIA2_MOUSE		tr|B7PBH8|B7PBH8_IXOSC	tr|B7PBH8|B7PBH8_IXOSC		tr|B7PBH8|B7PBH8_IXOSC			
OG0006265	sp|P21421|RPOB_PLAF7, sp|Q04C22|RPOB_LACDB				sp|B1L935|RPOB_THESQ	tr|B7P685|B7P685_IXOSC			
OG0006266	sp|Q8R3P9|SLF1_MOUSE			OQR68549.1, XP_022240476.1		tr|B7PMU1|B7PMU1_IXOSC			
OG0006267	sp|B0V9F6|MURC_ACIBY, sp|Q1QVG8|MURC_CHRSD, sp|Q49YH1|MURC_STAS1				sp|A7GX33|MURC_CAMC5				
OG0006268	sp|P15799|C170_GIAIN, sp|Q04592|PCSK5_MOUSE, sp|Q92824|PCSK5_HUMAN				sp|Q04592|PCSK5_MOUSE				
OG0006269	sp|O53553|PG54_MYCTU							sp|O53553|PG54_MYCTU, sp|P9WIG2|PG03_MYCTO, sp|P9WIG5|WA22_MYCTU	
OG0006270	sp|Q8BI84|TGO1_MOUSE							sp|Q0VC16|TGO1_BOVIN, sp|Q8BI84|TGO1_MOUSE	sp|Q8BI84|TGO1_MOUSE
OG0006271	sp|P18938|NU3M_CHICK				sp|A5G9B9|NUOA2_GEOUR	tr|V9MM27|V9MM27_9ACAR			sp|O99823|NU3M_RHISA
OG0006272	sp|Q9XV66|UNC80_CAEEL			XP_023210931.1, XP_028969007.1	sp|Q9VB11|UNC80_DROME				
OG0006273	sp|Q4V887|S39A6_RAT, sp|Q8C145|S39A6_MOUSE				sp|Q6P5F6|S39AA_MOUSE				sp|Q6PEH9|S39AA_DANRE
OG0006274	sp|P60163|SCX2_CENGR, sp|Q9UAC9|SCAS_MESMA				sp|P01492|SCX1_CENSC, sp|Q9TWL1|SCX7_CENNO				
OG0006275	sp|O70280|WFDC1_RAT			XP_013773698.1	sp|Q9N0L8|WAP_MACEU	tr|V5HIY6|V5HIY6_IXORI			
OG0006276	sp|Q9P212|PLCE1_HUMAN		XP_023223275.1	XP_023235323.1	sp|Q8K4S1|PLCE1_MOUSE				
OG0006277	sp|A6QL63|BTBDB_HUMAN			XP_022237815.1	sp|Q7TQI7|ABTB2_MOUSE	tr|B7PFT3|B7PFT3_IXOSC			
OG0006278	sp|Q86A24|EFM5_DICDI		QCB92128.1	QCB92128.1	sp|Q6GN98|EFMT1_XENLA				
OG0006279	sp|P52734|FGD1_MOUSE		XP_028968180.1	XP_023242294.1	sp|P98174|FGD1_HUMAN				
OG0006280	sp|O15265|ATX7_HUMAN, sp|Q9ULK2|AT7L1_HUMAN			XP_013787045.2					sp|Q8R4I1|ATX7_MOUSE
OG0006281	sp|Q13946|PDE7A_HUMAN				sp|Q13946|PDE7A_HUMAN	tr|B7PF82|B7PF82_IXOSC			sp|O08593|PDE7A_RAT
OG0006282	sp|Q6EIY9|K2C1_CANLF, sp|Q6IG02|K22E_RAT				sp|A5A6M6|K2C1_PANTR, sp|Q6IG02|K22E_RAT				
OG0006283	sp|Q9VS24|MELT_DROME			KFM74452.1, tr|B7QF53|B7QF53_IXOSC	sp|Q9VS24|MELT_DROME				
OG0006284	sp|Q3UFS0|ZY11B_MOUSE		tr|B7PEI1|B7PEI1_IXOSC	tr|B7PEI1|B7PEI1_IXOSC	sp|Q5TYQ1|ZYG11_DANRE				
OG0006285	sp|Q6GPJ5|LRC40_XENLA		XP_022251594.1	XP_023211091.1		tr|V5HSX0|V5HSX0_IXORI			
OG0006286	sp|O14733|MP2K7_HUMAN		KFM69659.1	KFM69659.1	sp|O14733|MP2K7_HUMAN				
OG0006287	sp|Q9UHJ6|SHPK_HUMAN			XP_015913667.1	sp|Q9UHJ6|SHPK_HUMAN				sp|Q9UHJ6|SHPK_HUMAN
OG0006288	sp|Q9CR73|PNRC2_MOUSE		XP_023231221.1		sp|Q9NPJ4|PNRC2_HUMAN				sp|Q66KH8|PNC2A_XENLA
OG0006289	sp|Q7ZV79|UCK2B_DANRE		tr|B7PHT7|B7PHT7_IXOSC	tr|B7PHT7|B7PHT7_IXOSC					sp|Q7ZV79|UCK2B_DANRE
OG0006290	sp|Q6DJ05|P2R3C_XENTR		tr|B7PWM0|B7PWM0_IXOSC	EEC10992.1					sp|Q6DJ05|P2R3C_XENTR
OG0006291	sp|Q04173|GDS1_BOVIN		tr|B7P924|B7P924_IXOSC	tr|B7P924|B7P924_IXOSC		tr|B7P924|B7P924_IXOSC			
OG0006292	sp|O75689|ADAP1_HUMAN		tr|B7Q985|B7Q985_IXOSC	tr|B7Q985|B7Q985_IXOSC		tr|L7MFH5|L7MFH5_RHIPC			
OG0006293	sp|O55033|NCK2_MOUSE		XP_023225105.1			tr|B7QIL2|B7QIL2_IXOSC, tr|V5GTC9|V5GTC9_IXORI			
OG0006294	sp|Q08CX1|RASEF_XENTR				sp|Q08CX1|RASEF_XENTR			sp|Q5RI75|RASEF_MOUSE	sp|Q5RI75|RASEF_MOUSE
OG0006295	sp|Q5R974|IPO13_PONAB		XP_013776592.1	XP_013776592.1	sp|A7YWD2|IPO13_BOVIN				
OG0006296	sp|Q9PUT6|PTEN_XENLA		tr|B7Q941|B7Q941_IXOSC	tr|B7Q941|B7Q941_IXOSC	sp|O08586|PTEN_MOUSE				
OG0006297	sp|Q8MYQ1|Y31E_CAEEL			XP_023228969.1, tr|B7PPM0|B7PPM0_IXOSC	sp|Q8MYQ1|Y31E_CAEEL				
OG0006298	sp|O35207|CDKA1_MOUSE				sp|O35207|CDKA1_MOUSE	tr|L7LR99|L7LR99_RHIPC			sp|O35207|CDKA1_MOUSE
OG0006299	sp|Q6GQ66|FAKD1_XENLA			XP_022239795.1		tr|B7PY69|B7PY69_IXOSC			sp|Q6GQ66|FAKD1_XENLA
OG0006300	sp|A4IIM3|SIN1_XENTR		XP_023233988.1	XP_023233988.1	sp|Q9W6S3|SIN1_CHICK				
OG0006301	sp|Q9CQK1|ZNHI3_MOUSE			tr|B7PWS5|B7PWS5_IXOSC		tr|A0A023G799|A0A023G799_AMBTT			sp|Q15649|ZNHI3_HUMAN
OG0006302	sp|Q6GMN2|BAIP2_RAT		XP_023236436.1			tr|L7M2B1|L7M2B1_RHIPC			sp|Q60437|BAIP2_CRIGR
OG0006303	sp|P52429|DGKE_HUMAN				sp|Q9R1C6|DGKE_MOUSE	tr|L7LXS0|L7LXS0_RHIPC			sp|Q9R1C6|DGKE_MOUSE
OG0006304	sp|Q9XZL8|SRA_DROME		XP_013794691.1	KFM79561.1, XP_013794691.1					
OG0006305	sp|Q7TN79|AKA7G_MOUSE			XP_022235400.1	sp|Q7TN79|AKA7G_MOUSE				sp|Q9P0M2|AKA7G_HUMAN
OG0006306	sp|Q80YR7|CLSPN_MOUSE			XP_028967104.1	sp|Q9HAW4|CLSPN_HUMAN	tr|L7MK26|L7MK26_RHIPC			
OG0006307	sp|O08901|BUB1_MOUSE			XP_022241978.1, XP_027233148.1, tr|B7P2J6|B7P2J6_IXOSC					
OG0006308	sp|Q96B97|SH3K1_HUMAN				sp|Q96B97|SH3K1_HUMAN			sp|Q96B97|SH3K1_HUMAN	sp|Q96B97|SH3K1_HUMAN
OG0006309	sp|O88778|BSN_RAT, sp|Q9QYX7|PCLO_MOUSE							sp|Q9QYX7|PCLO_MOUSE	sp|Q9JKS6|PCLO_RAT
OG0006310	sp|Q9P2N6|KANL3_HUMAN		XP_023214897.1		sp|Q499B3|KANL3_DANRE				sp|A2RSY1|KANL3_MOUSE
OG0006311	sp|Q6P4S6|SIK3_MOUSE		XP_022250688.1	XP_023242845.1	sp|Q6P4S6|SIK3_MOUSE				
OG0006312	sp|Q5BK48|TTC5_RAT			tr|B7PEZ2|B7PEZ2_IXOSC	sp|Q5BK48|TTC5_RAT	tr|A0A023GK74|A0A023GK74_AMBTT			
OG0006313	sp|Q9UBI9|HDC_HUMAN				sp|Q9UBI9|HDC_HUMAN	tr|L7M6H0|L7M6H0_RHIPC			sp|Q9N2M8|HDC_DROME
OG0006314	sp|Q91X43|SH319_MOUSE				sp|Q5HYK7|SH319_HUMAN			sp|Q5HYK7|SH319_HUMAN	sp|Q5HYK7|SH319_HUMAN
OG0006315	sp|Q8IS44|DRD2L_DROME			AFC88981.1		tr|L7M818|L7M818_RHIPC			sp|Q8IS44|DRD2L_DROME
OG0006316	sp|P85798|PROH1_APIME		tr|B7P1Q1|B7P1Q1_IXOSC		sp|P85798|PROH1_APIME	tr|B7P1Q1|B7P1Q1_IXOSC			
OG0006317	sp|P46023|GR101_LYMST				sp|P46023|GR101_LYMST	tr|B7QDQ2|B7QDQ2_IXOSC			sp|P46023|GR101_LYMST
OG0006318	sp|O42603|CRFR2_XENLA			AEI25532.1		tr|B7PUM3|B7PUM3_IXOSC, tr|V9I1N3|V9I1N3_IXOSC			
OG0006319	sp|Q9R1S3|PIGN_MOUSE			tr|B7PCW0|B7PCW0_IXOSC		tr|L7LXB5|L7LXB5_RHIPC			sp|Q9R1S3|PIGN_MOUSE
OG0006320	sp|Q9W4C5|NAAT1_DROME				sp|B4GVM9|NAAT1_DROPE, sp|Q9W4C5|NAAT1_DROME				sp|B4MEG2|NAAT1_DROVI
OG0006321	sp|B4LZB5|NMDA1_DROVI			OQR70578.1, XP_022245597.1		tr|B7Q9Z1|B7Q9Z1_IXOSC			
OG0006322	sp|Q18297|TRPA1_CAEEL			tr|B7PLD6|B7PLD6_IXOSC	sp|Q18297|TRPA1_CAEEL	tr|A0A023GEV4|A0A023GEV4_AMBTT			
OG0006323	sp|Q9JIQ3|DBLOH_MOUSE				sp|Q9JIQ3|DBLOH_MOUSE	tr|A0A023FDL2|A0A023FDL2_AMBCJ			sp|A4GZV0|DBLOH_XENLA
OG0006324	sp|O76075|DFFB_HUMAN				sp|O76075|DFFB_HUMAN	tr|L7M1K2|L7M1K2_RHIPC			sp|O76075|DFFB_HUMAN
OG0006325	sp|P14207|FOLR2_HUMAN			XP_022254780.1	sp|P14207|FOLR2_HUMAN				sp|P41439|FOLR3_HUMAN
OG0006326	sp|P21331|GAGJ_DROFU, sp|Q9NBX5|GAGXE_DROME			XP_018025839.1	sp|Q9NBX5|GAGXE_DROME				
OG0006327	sp|Q5ZHN5|THAP5_CHICK				sp|Q1RMM0|THAP5_BOVIN, sp|Q8NA92|THAP8_HUMAN				sp|Q4R7M0|THAP5_MACFA
OG0006328	sp|P11227|POL_MLVRD, sp|P14350|POL_FOAMV, sp|P27401|POL_SFV3L				sp|Q87040|POL_SFVCP				
OG0006329	sp|Q9GKW8|AND1A_MACFA			XP_022256934.1, XP_023215354.1, tr|B7PMP3|B7PMP3_IXOSC					
OG0006330	sp|Q8CFL8|ZSWM3_MOUSE, sp|Q96MP5|ZSWM3_HUMAN				sp|Q8CFL8|ZSWM3_MOUSE, sp|Q96MP5|ZSWM3_HUMAN				
OG0006331	sp|P52415|GLGC_SYNY3, sp|Q18A75|GLGC_CLOD6, sp|Q9CN92|GLGC_PASMU				sp|Q9EUT6|GLGC_RHITR				
OG0006332	sp|P51523|ZNF84_HUMAN				sp|P51523|ZNF84_HUMAN				sp|P51523|ZNF84_HUMAN, sp|Q14587|ZN268_HUMAN
OG0006333	sp|Q3U288|ZN710_MOUSE, sp|Q8N895|ZN366_HUMAN				sp|Q3U288|ZN710_MOUSE				sp|Q3U288|ZN710_MOUSE
OG0006334	sp|Q8HXA6|ASB15_BOVIN		tr|B7QEJ6|B7QEJ6_IXOSC	tr|B7QEJ6|B7QEJ6_IXOSC		tr|B7QEJ6|B7QEJ6_IXOSC			
OG0006335	sp|A1YF12|ZNF16_GORGO, sp|P17020|ZNF16_HUMAN				sp|P17020|ZNF16_HUMAN				sp|A1YF12|ZNF16_GORGO
OG0006336	sp|O94481|TFC5_SCHPO			tr|B7PS90|B7PS90_IXOSC	sp|Q571C7|BDP1_MOUSE	tr|V5HPI0|V5HPI0_IXORI			
OG0006337	sp|Q9D6Z0|ALKB7_MOUSE			tr|B7PDP2|B7PDP2_IXOSC	sp|Q9D6Z0|ALKB7_MOUSE				sp|Q9D6Z0|ALKB7_MOUSE
OG0006338	sp|Q5R6L1|PKNX2_PONAB			XP_015927310.1, XP_023231771.1		tr|G3MJ77|G3MJ77_AMBMU			
OG0006339	sp|Q13952|NFYC_HUMAN, sp|Q5E9X1|NFYC_BOVIN				sp|Q5RA23|NFYC_PONAB	tr|L7MB55|L7MB55_RHIPC			
OG0006340	sp|Q92010|ZBT14_CHICK				sp|Q8BXX2|ZBT49_MOUSE, sp|Q92010|ZBT14_CHICK				sp|Q92010|ZBT14_CHICK
OG0006341	sp|Q5ZKH0|TF2H5_CHICK		tr|B7Q313|B7Q313_IXOSC		sp|Q5ZKH0|TF2H5_CHICK	tr|L7M5K2|L7M5K2_RHIPC			
OG0006342	sp|P45447|E78C_DROME			XP_023236729.1, tr|B7Q233|B7Q233_IXOSC	sp|P45447|E78C_DROME				
OG0006343	sp|Q9BQ70|TCF25_HUMAN		XP_023211649.1	XP_023211649.1	sp|Q9BQ70|TCF25_HUMAN				
OG0006344	sp|Q9UHW5|GPN3_HUMAN		tr|B7PWC1|B7PWC1_IXOSC	tr|B7PWC1|B7PWC1_IXOSC	sp|Q4V7Z0|GPN3_XENLA				
OG0006345	sp|Q5SXM2|SNPC4_HUMAN		tr|B7PJF0|B7PJF0_IXOSC			tr|B7PJF0|B7PJF0_IXOSC			sp|Q8BP86|SNPC4_MOUSE
OG0006346	sp|Q8MJD6|HOP_PIG			XP_023217184.1		tr|B7P6Q8|B7P6Q8_IXOSC			sp|Q8MJD6|HOP_PIG
OG0006347	sp|Q4V8F5|TADA3_RAT		tr|B7P4F6|B7P4F6_IXOSC	tr|B7P4F6|B7P4F6_IXOSC	sp|Q8R0L9|TADA3_MOUSE				
OG0006348	sp|Q5RDI0|SRBD1_PONAB			GBP11232.1, PNF21294.1, tr|B7Q3H7|B7Q3H7_IXOSC					
OG0006349	sp|Q99PV8|BC11B_MOUSE		XP_023226633.1	XP_022244801.1		tr|B7P342|B7P342_IXOSC			
OG0006350	sp|Q2TA39|ZMAT5_BOVIN			tr|B7P5K2|B7P5K2_IXOSC		tr|L7M3P2|L7M3P2_RHIPC			sp|Q9UDW3|ZMAT5_HUMAN
OG0006351	sp|Q8TF68|ZN384_HUMAN				sp|Q8TF68|ZN384_HUMAN				sp|Q8TF68|ZN384_HUMAN, sp|Q9EQJ4|ZN384_RAT
OG0006352	sp|Q13395|TARB1_HUMAN			XP_021924823.1	sp|Q13395|TARB1_HUMAN	tr|L7MGU6|L7MGU6_RHIPC			
OG0006353	sp|Q6IQ63|MED6_DANRE			XP_002431190.1	sp|Q921D4|MED6_MOUSE				sp|Q7Q107|MED6_ANOGA
OG0006354	sp|P49906|TAF11_DROME			tr|B7QLL3|B7QLL3_IXOSC		tr|L7M6X2|L7M6X2_RHIPC			sp|Q5RA91|TAF11_PONAB
OG0006355	sp|Q9VC49|RPAB5_DROME		XP_022249554.1		sp|Q9VC49|RPAB5_DROME	tr|B7Q8S0|B7Q8S0_IXOSC			
OG0006356	sp|Q9DBQ9|SWT1_MOUSE			tr|B7PCQ1|B7PCQ1_IXOSC		tr|V5HRW1|V5HRW1_IXORI			sp|Q9DBQ9|SWT1_MOUSE
OG0006357	sp|Q8VE42|ANR49_MOUSE		KFM60842.1	PRD32570.1		tr|L7M0P2|L7M0P2_RHIPC			
OG0006358	sp|Q4G055|RNPC3_RAT		tr|B7QBY1|B7QBY1_IXOSC	tr|B7QBY1|B7QBY1_IXOSC	sp|Q3UZ01|RNPC3_MOUSE				
OG0006359	sp|Q5RDF5|JAZF1_PONAB					tr|B7PNM6|B7PNM6_IXOSC, tr|L7LXQ2|L7LXQ2_RHIPC			sp|Q80ZQ5|JAZF1_MOUSE
OG0006360	sp|P60027|TF2H4_PANTR			XP_021001269.1		tr|L7M5B7|L7M5B7_RHIPC			sp|P60027|TF2H4_PANTR
OG0006361	sp|B7Q1Q9|T2AG_IXOSC				sp|B7Q1Q9|T2AG_IXOSC	tr|A0A023GH03|A0A023GH03_AMBTT			sp|B7Q1Q9|T2AG_IXOSC
OG0006362	sp|Q9NQS7|INCE_HUMAN		XP_023230523.1	XP_023327784.1		tr|L7LX83|L7LX83_RHIPC			
OG0006363	sp|Q5ZLY0|PHAX_CHICK		tr|B7P4U5|B7P4U5_IXOSC	tr|B7P4U5|B7P4U5_IXOSC		tr|L7MG72|L7MG72_RHIPC			
OG0006364	sp|P25823|TUD_DROME		XP_023716578.1		sp|P25823|TUD_DROME				sp|P25823|TUD_DROME
OG0006365	sp|Q8R2M2|TDIF2_MOUSE				sp|Q0P5H2|TDIF2_BOVIN	tr|L7M7B0|L7M7B0_RHIPC			sp|Q8R2M2|TDIF2_MOUSE
OG0006366	sp|Q6ZPZ3|ZC3H4_MOUSE				sp|Q8N5P1|ZC3H8_HUMAN, sp|Q9UPT8|ZC3H4_HUMAN				sp|P61129|ZC3H6_HUMAN
OG0006367	sp|Q6DRI7|DDX51_DANRE		tr|B7Q9K0|B7Q9K0_IXOSC	XP_013775579.1					sp|Q6DRI7|DDX51_DANRE
OG0006368	sp|E1B7X9|SMRCD_BOVIN				sp|D3Z9Z9|SMRCD_RAT	tr|L7LT74|L7LT74_RHIPC			sp|E1B7X9|SMRCD_BOVIN
OG0006369	sp|Q16533|SNPC1_HUMAN			tr|B7QGL5|B7QGL5_IXOSC	sp|Q4R6W9|SNPC1_MACFA				sp|Q4R6W9|SNPC1_MACFA
OG0006370	sp|P54288|CACB2_RABIT			XP_013776295.2		tr|L7M212|L7M212_RHIPC			sp|P54288|CACB2_RABIT
OG0006371	sp|Q28181|CNGB1_BOVIN			tr|B7PEZ1|B7PEZ1_IXOSC	sp|Q28181|CNGB1_BOVIN	tr|B7QLT8|B7QLT8_IXOSC			
OG0006372	sp|Q8R0M8|MOT5_MOUSE				sp|O15374|MOT5_HUMAN				sp|O15374|MOT5_HUMAN, sp|Q8R0M8|MOT5_MOUSE
OG0006373	sp|Q6IWH7|ANO7_HUMAN			XP_013782156.2	sp|Q14AT5|ANO7_MOUSE				sp|Q6IWH7|ANO7_HUMAN
OG0006374	sp|Q9CR22|TMM42_MOUSE			XP_023228935.1	sp|Q5R7Q1|TMM42_PONAB				sp|Q9CR22|TMM42_MOUSE
OG0006375	sp|Q5BK13|TM199_RAT			XP_003737613.2	sp|Q5RAS8|TM199_PONAB				sp|Q8N511|TM199_HUMAN
OG0006376	sp|A8KBL5|S38AB_DANRE			tr|B7PUT3|B7PUT3_IXOSC	sp|Q5EA97|S38AB_BOVIN	tr|B7PUT3|B7PUT3_IXOSC			
OG0006377	sp|A6MHQ4|NKAIN_DROME		tr|B7PDS3|B7PDS3_IXOSC	tr|B7PDS3|B7PDS3_IXOSC	sp|A6MHQ4|NKAIN_DROME				
OG0006378	sp|Q8NHS3|MFSD8_HUMAN					tr|B7PH40|B7PH40_IXOSC, tr|B7PYH8|B7PYH8_IXOSC			sp|Q0VA82|MFSD8_DANRE
OG0006379	sp|P98199|AT8B2_MOUSE			XP_003742775.1	sp|P98198|AT8B2_HUMAN	tr|L7LUF6|L7LUF6_RHIPC			
OG0006380	sp|Q28350|MYC_CANLF				sp|P24793|MYCN_XENLA				sp|P03966|MYCN_MOUSE, sp|P20389|MYC2_MARMO
OG0006381	sp|Q3SX64|OD3L2_HUMAN				sp|Q3TZ65|OD3L2_MOUSE				sp|Q3SX64|OD3L2_HUMAN, sp|Q3TZ65|OD3L2_MOUSE
OG0006382	sp|Q9NXB0|MKS1_HUMAN		XP_023228686.1	XP_023228686.1		tr|B7PZT7|B7PZT7_IXOSC			
OG0006383	sp|Q8R1S4|MTSS1_MOUSE			XP_015917030.1, XP_023233354.1, XP_023233355.1					
OG0006384	sp|Q6PG95|CRML_MOUSE		tr|B7P933|B7P933_IXOSC	tr|B7P933|B7P933_IXOSC	sp|Q6PG95|CRML_MOUSE				
OG0006385	sp|Q5XUX0|FBX31_HUMAN				sp|Q5XUX0|FBX31_HUMAN	tr|L7M5U8|L7M5U8_RHIPC			sp|Q3TQF0|FBX31_MOUSE
OG0006386	sp|P54277|PMS1_HUMAN			XP_013794397.1, XP_014254114.2					sp|P54277|PMS1_HUMAN
OG0006387	sp|Q58DC2|DCAF4_BOVIN			XP_013772508.1	sp|Q58DC2|DCAF4_BOVIN				sp|Q8WV16|DCAF4_HUMAN
OG0006388	sp|Q0VA42|MINY4_XENTR		XP_022242619.1	XP_022242619.1	sp|Q0VA42|MINY4_XENTR				
OG0006389	sp|Q5RKJ0|F110C_RAT, sp|Q8VE94|F110C_MOUSE		PRD32987.1	XP_023226758.1					
OG0006390	sp|Q66K64|DCA15_HUMAN		XP_013782527.2		sp|A2BDA5|DCA15_XENLA				sp|A2BDA5|DCA15_XENLA
OG0006391	sp|Q66JA6|CAB45_XENLA			XP_023210940.1, tr|B7Q1T1|B7Q1T1_IXOSC	sp|Q66JA6|CAB45_XENLA				
OG0006392	sp|Q5ZJT1|HMCES_CHICK			XP_013790408.1	sp|Q6P7N4|HMCES_XENTR				sp|Q6IND6|HMCES_XENLA
OG0006393	sp|Q5HZ92|CPTP_XENLA			OQR78416.1	sp|Q6DBQ8|CPTP_DANRE	tr|L7MCC2|L7MCC2_RHIPC			
OG0006394	sp|Q9R123|NAA80_MOUSE			DAA34520.1		tr|F0J9M5|F0J9M5_AMBVA			sp|Q93015|NAA80_HUMAN
OG0006395	sp|Q3U6U5|GTPB6_MOUSE			XP_021930334.1		tr|V5HQK4|V5HQK4_IXORI			sp|Q6DCC6|GTPB6_XENLA
OG0006396	sp|Q2KI89|ARMC9_BOVIN			XP_022249009.1, XP_022249011.1		tr|L7LYP7|L7LYP7_RHIPC			
OG0006397	sp|P0DJH7|CENPX_CHICK			tr|B7Q7G6|B7Q7G6_IXOSC	sp|P0DJH7|CENPX_CHICK				sp|Q8C4X1|CENPX_MOUSE
OG0006398	sp|B9EQ30|SOSSC_SALSA				sp|Q3TXT3|SOSSC_MOUSE	tr|L7LSS1|L7LSS1_RHIPC			sp|A7RTB3|SOSSC_NEMVE
OG0006399	sp|Q3SZT7|CDC26_BOVIN		tr|B7PA46|B7PA46_IXOSC		sp|Q68EK9|CDC26_DANRE	tr|F0JA48|F0JA48_AMBVA			
OG0006400	sp|Q9D479|UVSSA_MOUSE			XP_023210647.1		tr|L7LTC4|L7LTC4_RHIPC			sp|Q9D479|UVSSA_MOUSE
OG0006401	sp|C6Y4C1|PT117_SCHPO		tr|B7QDL5|B7QDL5_IXOSC	tr|B7QDL5|B7QDL5_IXOSC		tr|A0A023G0S1|A0A023G0S1_AMBPA			
OG0006402	sp|A5EXM7|MIAA_DICNV, sp|B1ZT51|MIAA_OPITP				sp|Q4ZYY1|MIAA_PSEU2, sp|Q895H4|MIAA_CLOTE				
OG0006403	sp|Q8WYQ5|DGCR8_HUMAN			XP_023219098.1	sp|A6QR44|DGCR8_BOVIN	tr|V5HAA0|V5HAA0_IXORI			
OG0006404	sp|Q32NR9|FRITZ_XENLA		XP_023242156.1	PSN33632.1, XP_023242156.1					
OG0006405	sp|P0AF48|YJBQ_ECOLI			tr|B7P3N2|B7P3N2_IXOSC	sp|P0AF48|YJBQ_ECOLI				sp|P0AF48|YJBQ_ECOLI
OG0006406	sp|Q6NV18|NHEJ1_DANRE		XP_013783414.1	XP_022252200.1	sp|Q3KNJ2|NHEJ1_MOUSE				
OG0006407	sp|Q9Y2V0|CDIN1_HUMAN			tr|B7P753|B7P753_IXOSC	sp|Q5E9S8|CDIN1_BOVIN				sp|Q28HL3|CDIN1_XENTR
OG0006408	sp|B7QDG3|NNRE_IXOSC				sp|B7QDG3|NNRE_IXOSC	tr|L7M079|L7M079_RHIPC			sp|B7QDG3|NNRE_IXOSC
OG0006409	sp|Q9H008|LHPP_HUMAN			XP_014270964.1	sp|Q9H008|LHPP_HUMAN				sp|A5PLK2|LHPP_DANRE
OG0006410	sp|Q8N957|ANKF1_HUMAN			tr|B7PPA0|B7PPA0_IXOSC		tr|B7PPA0|B7PPA0_IXOSC			sp|Q8N957|ANKF1_HUMAN
OG0006411	sp|O75334|LIPA2_HUMAN		XP_023220437.1	tr|B7P803|B7P803_IXOSC	sp|Q13136|LIPA1_HUMAN				
OG0006412	sp|Q6INS1|FBXL5_XENLA		tr|B7P7F0|B7P7F0_IXOSC	tr|B7P7F0|B7P7F0_IXOSC	sp|Q2YDQ5|FBXL5_DANRE				
OG0006413	sp|Q9Y6J0|CABIN_HUMAN		XP_022668030.1	XP_028969104.1		tr|A0A090XBX2|A0A090XBX2_IXORI			
OG0006414	sp|Q8WXD5|GEMI6_HUMAN		XP_013785907.1			tr|A0A023GA07|A0A023GA07_AMBTT			sp|Q8WXD5|GEMI6_HUMAN
OG0006415	sp|Q5RDU7|YPEL5_PONAB				sp|Q5RDU7|YPEL5_PONAB	tr|L7M5Z7|L7M5Z7_RHIPC			sp|Q5RDU7|YPEL5_PONAB
OG0006416	sp|B7Q290|NCAS2_IXOSC		sp|B7Q290|NCAS2_IXOSC		sp|B7Q290|NCAS2_IXOSC	tr|L7M3F6|L7M3F6_RHIPC			
OG0006417	sp|Q969J3|BORC5_HUMAN			tr|B7PUZ3|B7PUZ3_IXOSC	sp|Q08DP2|BORC5_BOVIN				sp|Q969J3|BORC5_HUMAN
OG0006418	sp|P61963|DCAF7_MOUSE		XP_013785084.1	XP_013785084.1	sp|P61963|DCAF7_MOUSE				
OG0006419	sp|B5FXK1|COXM2_TAEGU		XP_001656228.2		sp|B5FXK1|COXM2_TAEGU	tr|L7M5I2|L7M5I2_RHIPC			
OG0006420	sp|Q1LUI2|HDDC2_DANRE			XP_023216406.1		tr|L7M3G4|L7M3G4_RHIPC			sp|Q1LUI2|HDDC2_DANRE
OG0006421	sp|Q60698|SKI_MOUSE		XP_021924061.1	XP_021924061.1	sp|P12755|SKI_HUMAN				
OG0006422	sp|Q6DI40|TTC33_DANRE		XP_013789500.1			tr|A0A023FCA9|A0A023FCA9_AMBCJ			sp|Q6DI40|TTC33_DANRE
OG0006423	sp|Q9H1K0|RBNS5_HUMAN		XP_013773800.1	XP_013773800.1					sp|Q9H1K0|RBNS5_HUMAN
OG0006424	sp|Q58EM4|ARMT1_DANRE			tr|B7PHC4|B7PHC4_IXOSC	sp|Q58EM4|ARMT1_DANRE				sp|Q58EM4|ARMT1_DANRE
